pl_name,hostname,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,sy_dist,disc_facility
"Kepler-975 c","Kepler-975",0.25200000,,,"M-R relationship",426.08800000,"Kepler"
"Kepler-1996 b","Kepler-1996",0.01800000,,,"M-R relationship",440.56100000,"Kepler"
"Kepler-1052 c","Kepler-1052",0.01860000,,,"M-R relationship",943.44400000,"Kepler"
"TOI-5736 b","TOI-5736",0.00961000,,,"M-R relationship",92.36040000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-5489 c","TOI-5489",0.00687000,,,"M-R relationship",45.09070000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2012-BLG-0838L b","OGLE-2012-BLG-0838L",0.16700000,0.12100000,-0.83000000,"Mass",6320.00000000,"OGLE"
"Kepler-1491 c","Kepler-1491",0.02050000,,,"M-R relationship",2065.59000000,"Kepler"
"Kepler-160 b","Kepler-160",0.01130000,,,"M-R relationship",937.01300000,"Kepler"
"Kepler-290 d","Kepler-290",0.00178000,,,"M-R relationship",694.62700000,"Kepler"
"Kepler-549 d","Kepler-549",0.05160000,,,"M-R relationship",635.14500000,"Kepler"
"WASP-45 b","WASP-45",0.96400000,0.05800000,-0.05600000,"Mass",211.19600000,"SuperWASP"
"WASP-4 b","WASP-4",1.20000000,0.03200000,-0.03000000,"Mass",267.20600000,"SuperWASP"
"TOI-4940 b","TOI-4940",0.28002532,,,"Mass",345.65900000,"Transiting Exoplanet Survey Satellite (TESS)"
"HD 160691 b","HD 160691",4.30000000,,,"Mass",15.59810000,"Anglo-Australian Telescope"
"Kepler-864 c","Kepler-864",0.01020000,,,"M-R relationship",2022.90000000,"Kepler"
"Kepler-2000 c","Kepler-2000",0.00972000,,,"M-R relationship",320.58800000,"Kepler"
"TOI-521 b","TOI-521",0.01667566,0.00314635,-0.00314635,"Mass",60.94250000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-1648 b","TOI-1648",0.02330000,0.00350000,-0.00400000,"Mass",69.83500000,"Transiting Exoplanet Survey Satellite (TESS)"
"OGLE-2016-BLG-1227L b","OGLE-2016-BLG-1227L",0.79000000,1.30000000,-0.39000000,"Mass",,"OGLE"
"Kepler-1992 b","Kepler-1992",0.00218000,,,"M-R relationship",532.95500000,"Kepler"
"WASP-20 b","WASP-20",0.31100000,0.01700000,-0.01700000,"Mass",211.87700000,"SuperWASP"
"OGLE-2014-BLG-1760L b","OGLE-2014-BLG-1760L",0.93100000,0.11700000,-0.11700000,"Mass",7056.00000000,"OGLE"
"TOI-333 b","TOI-333",0.06324167,0.00755124,-0.00755124,"Mass",352.26900000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-120 b","WASP-120",4.85000000,0.21000000,-0.21000000,"Mass",381.17400000,"SuperWASP"
"WASP-94 B b","WASP-94 B",0.61800000,0.02800000,-0.02900000,"Msini",208.69600000,"SuperWASP"
"WASP-166 b","WASP-166",0.10100000,0.00500000,-0.00500000,"Mass",114.17300000,"WASP-South"
"TOI-4507 b","TOI-4507",0.06292704,,,"Mass",178.26000000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1990 c","Kepler-1990",0.00284000,,,"M-R relationship",392.73900000,"Kepler"
"HD 220197 b","HD 220197",0.20000000,0.07000000,-0.04000000,"Msini",64.41100000,"Roque de los Muchachos Observatory"
"HD 233832 b","HD 233832",1.78000000,0.08000000,-0.06000000,"Msini",58.74200000,"Roque de los Muchachos Observatory"
"Kepler-763 d","Kepler-763",0.01080000,,,"M-R relationship",962.45900000,"Kepler"
"Kepler-1814 c","Kepler-1814",0.01180000,,,"M-R relationship",726.34600000,"Kepler"
"PSR B0329+54 b","PSR B0329+54",0.00619828,0.00059780,-0.00059780,"Msini",504.93312058,"Multiple Facilities"
"WASP-12 b","WASP-12",1.47000000,0.07600000,-0.06900000,"Mass",427.24600000,"SuperWASP"
"WASP-19 b","WASP-19",1.15400000,0.07800000,-0.08000000,"Mass",268.32500000,"SuperWASP"
"GJ 1061 d","GJ 1061",0.00525441,0.00053488,-0.00066073,"Mass",3.67278000,"La Silla Observatory"
"TOI-5349 b","TOI-5349",0.40000000,0.02000000,-0.02000000,"Mass",188.33600000,"Transiting Exoplanet Survey Satellite (TESS)"
"Kepler-1649 b","Kepler-1649",0.00325000,,,"M-R relationship",92.19130000,"Kepler"
"Kepler-1649 c","Kepler-1649",0.00377000,,,"M-R relationship",92.19130000,"Kepler"
"Kepler-1991 c","Kepler-1991",0.02240000,,,"M-R relationship",855.82000000,"Kepler"
"Kepler-1982 b","Kepler-1982",0.00120000,,,"M-R relationship",558.85500000,"Kepler"
"Kepler-29 c","Kepler-29",0.01415851,0.00346097,-0.00346097,"Mass",832.53200000,"Kepler"
"Kepler-1859 c","Kepler-1859",0.01070000,,,"M-R relationship",1331.25000000,"Kepler"
"USco1556 b","USco1556 A",15.00000000,2.00000000,-2.00000000,"Mass",140.63500000,"Multiple Observatories"
"Kepler-177 b","Kepler-177",0.01837460,0.00270585,-0.00258000,"Mass",1435.44000000,"Kepler"
"Kepler-1996 c","Kepler-1996",0.02610000,,,"M-R relationship",440.56100000,"Kepler"
"Kepler-1988 b","Kepler-1988",0.00930000,,,"M-R relationship",513.42600000,"Kepler"
"KOI-1783.02","KOI-1783",0.04719504,0.01352925,-0.01132681,"Mass",865.73000000,"Kepler"
"Kepler-2001 c","Kepler-2001",0.01250000,,,"M-R relationship",776.55000000,"Kepler"
"Kepler-1471 c","Kepler-1471",0.01320000,,,"M-R relationship",978.67800000,"Kepler"
"DMPP-8 b","DMPP-8",0.25513767,0.02230763,-0.02233910,"Msini",76.13350000,"Multiple Observatories"
"Kepler-164 e","Kepler-164",0.05250000,,,"M-R relationship",890.75800000,"Kepler"
"Kepler-1921 c","Kepler-1921",0.00809000,,,"M-R relationship",928.98900000,"Kepler"
"GJ 180 b","GJ 180",0.02041972,0.00213951,-0.00213951,"Msini",11.94070000,"Multiple Observatories"
"HD 164922 c","HD 164922",0.04090237,0.00943901,-0.00629267,"Msini",22.00160000,"Multiple Observatories"
"Kepler-1998 b","Kepler-1998",0.00049000,,,"M-R relationship",340.96500000,"Kepler"
"WASP-108 b","WASP-108",0.89200000,,,"Mass",258.77700000,"Transiting Exoplanet Survey Satellite (TESS)"
"TOI-7510 c","TOI-7510",0.41200000,0.03600000,-0.03600000,"Mass",249.00600000,"Transiting Exoplanet Survey Satellite (TESS)"
"KELT-20 b","KELT-20",3.38200000,,,"Mass",136.42600000,"KELT-North"
"TOI-6448 b","TOI-6448",0.17000000,,,"M-R relationship",386.87900000,"Transiting Exoplanet Survey Satellite (TESS)"
"WASP-8 b","WASP-8",2.54000000,0.33000000,-0.33000000,"Mass",89.96060000,"SuperWASP"
"OGLE-2018-BLG-1428L b","OGLE-2018-BLG-1428L",0.77000000,0.77000000,-0.53000000,"Mass",6220.00000000,"OGLE"
"OGLE-2017-BLG-1049L b","OGLE-2017-BLG-1049L",5.53000000,3.62000000,-2.87000000,"Mass",5670.00000000,"OGLE"
"KMT-2019-BLG-0842L b","KMT-2019-BLG-0842L",0.03234000,0.01840000,-0.01660000,"Mass",3320.00000000,"KMTNet"
"Kepler-1684 b","Kepler-1684",0.02710000,,,"M-R relationship",621.99600000,"Kepler"
"Kepler-1679 b","Kepler-1679",0.01550000,,,"M-R relationship",909.28000000,"Kepler"
"KMT-2016-BLG-2397L b","KMT-2016-BLG-2397L",2.63000000,1.18000000,-1.23000000,"Mass",4880.00000000,"KMTNet"
"HD 107148 c","HD 107148",0.06260000,0.00970000,-0.00980000,"Msini",49.41560000,"Multiple Observatories"
"Kepler-1687 b","Kepler-1687",0.01060000,,,"M-R relationship",417.01400000,"Kepler"
"Kepler-1688 b","Kepler-1688",0.00670000,,,"M-R relationship",567.44687087,"Kepler"
"Kepler-462 b","Kepler-462",0.16958752,0.32910676,-0.07488280,"Mass",596.62500000,"Kepler"
"OGLE-2017-BLG-0604L b","OGLE-2017-BLG-0604L",0.51000000,0.21000000,-0.21000000,"Mass",3950.00000000,"OGLE"
"MOA-2009-BLG-319L b","MOA-2009-BLG-319L",0.21200000,0.02000000,-0.02000000,"Mass",7050.00000000,"MOA"
"HD 160691 d","HD 160691",0.03300523,0.00261147,-0.00254855,"Msini",15.59810000,"La Silla Observatory"
"HD 136925 b","HD 136925",0.84000000,0.07800000,-0.07400000,"Msini",47.87400000,"Multiple Observatories"
"HD 156668 c","HD 156668",0.09910000,0.00790000,-0.00770000,"Msini",24.33230000,"Multiple Observatories"
"Kepler-462 c","Kepler-462",0.01887802,0.03398043,-0.01541705,"Mass",596.62500000,"Kepler"
"HD 164922 e","HD 164922",0.03310000,0.00310000,-0.00310000,"Msini",22.00160000,"Multiple Observatories"
"EPIC 201757695.02","EPIC 201757695",0.00217000,,,"M-R relationship",577.60000000,"K2"
"KMT-2023-BLG-0548L b","KMT-2023-BLG-0548L",3.42000000,1.21000000,-0.89000000,"Mass",6830.00000000,"KMTNet"
"KMT-2024-BLG-2059L b","KMT-2024-BLG-2059L",0.02200000,0.01200000,-0.01300000,"Mass",6070.00000000,"KMTNet"
"Kepler-1664 b","Kepler-1664",0.02970000,,,"M-R relationship",626.69100000,"Kepler"
"Kepler-1001 c","Kepler-1001",0.00980000,,,"M-R relationship",928.97800000,"Kepler"
"HD 3765 b","HD 3765",0.17300000,0.01400000,-0.01300000,"Msini",17.92600000,"Multiple Observatories"
"Kepler-1701 b","Kepler-1701",0.01750000,,,"M-R relationship",584.14200000,"Kepler"
"Kepler-1702 b","Kepler-1702",0.01010000,,,"M-R relationship",857.14000000,"Kepler"
"MOA-2013-BLG-220L b","MOA-2013-BLG-220L",2.74000000,0.17000000,-0.17000000,"Mass",6720.00000000,"MOA"
"HD 4760 b","HD 4760",13.90000000,2.40000000,-2.40000000,"Msini",537.87300000,"Multiple Observatories"
"Kepler-1665 b","Kepler-1665",0.02660000,,,"M-R relationship",335.51500000,"Kepler"
"Kepler-1698 b","Kepler-1698",0.00394000,,,"M-R relationship",222.34500000,"Kepler"
"TYC 0434-04538-1 b","TYC 0434-04538-1",6.10000000,0.70000000,-0.70000000,"Msini",613.42200000,"Multiple Observatories"
"Kepler-1700 b","Kepler-1700",0.02760000,,,"M-R relationship",717.59700000,"Kepler"
"Kepler-1697 b","Kepler-1697",0.00668000,,,"M-R relationship",247.77100000,"Kepler"
"Gl 686 b","Gl 686",0.02084133,0.00135922,-0.00135922,"Msini",8.15728000,"Roque de los Muchachos Observatory"
"HD 180617 b","HD 180617",0.03842935,0.00330365,-0.00330365,"Msini",5.91059000,"Calar Alto Observatory"
"HD 13808 b","HD 13808",0.03523896,0.00377560,-0.00207658,"Msini",28.23050000,"La Silla Observatory"
"HD 13808 c","HD 13808",0.03133751,0.00566340,-0.00302048,"Msini",28.23050000,"La Silla Observatory"
"HATS-37 A b","HATS-37 A",0.09900000,0.04200000,-0.04200000,"Mass",211.89600000,"HATSouth"
"HD 216520 c","HD 216520",0.02970141,0.00512853,-0.00512853,"Msini",19.55200000,"Multiple Observatories"
"HIP 107772 b","HIP 107772",0.04058774,0.00943901,-0.00943901,"Msini",23.64340000,"Multiple Observatories"
"HD 238090 b","HD 238090",0.02167826,0.00289463,-0.00298902,"Msini",15.23540000,"Multiple Observatories"
"Kepler-1667 b","Kepler-1667",0.02890000,,,"M-R relationship",626.81900000,"Kepler"
"GJ 414 A c","GJ 414 A",0.16936727,0.02888337,-0.02699556,"Msini",11.88930000,"W. M. Keck Observatory"
"GJ 414 A b","GJ 414 A",0.02391215,0.00767706,-0.00689048,"Msini",11.88930000,"W. M. Keck Observatory"
"Kepler-1669 b","Kepler-1669",0.02560000,,,"M-R relationship",543.44400000,"Kepler"
"Kepler-1663 b","Kepler-1663",0.03440000,,,"M-R relationship",337.92600000,"Kepler"
"Kepler-1675 b","Kepler-1675",0.03130000,,,"M-R relationship",651.11700000,"Kepler"
"Kepler-1676 b","Kepler-1676",0.03570000,,,"M-R relationship",,"Kepler"
"K2-340 b","K2-340",0.03540000,,,"M-R relationship",738.13600000,"K2"
"EPIC 206024342 d","EPIC 206024342",0.02290000,,,"M-R relationship",369.88800000,"K2"
"EPIC 206024342 c","EPIC 206024342",0.00800000,,,"M-R relationship",369.88800000,"K2"
"KOI-3503 b","KOI-3503",0.02894644,,,"Mass",887.06400000,"Kepler"
"KOI-1831 d","Kepler-324",0.00701636,0.00157318,-0.00264294,"Mass",501.57400000,"Kepler"
"K2-345 b","K2-345",0.01600000,,,"M-R relationship",162.40800000,"K2"
"EPIC 206042996 c","EPIC 206042996",0.00588000,,,"M-R relationship",451.76900000,"K2"
"KOI-1833 d","Kepler-968",0.03467280,,,"Mass",290.32400000,"Kepler"
"KOI-3503 c","KOI-3503",0.03259621,,,"Mass",887.06400000,"Kepler"
"HIP 75092 b","HIP 75092",1.79000000,0.15000000,-0.15000000,"Msini",81.66960000,"Multiple Observatories"
"KMT-2018-BLG-1976L b","KMT-2018-BLG-1976L",2.22000000,1.34000000,-1.21000000,"Mass",5840.00000000,"KMTNet"
"OGLE-2019-BLG-0954L b","OGLE-2019-BLG-0954L",14.20000000,9.90000000,-7.50000000,"Mass",3630.00000000,"OGLE"
"K2-347 b","K2-347",0.02010000,,,"M-R relationship",320.33600000,"K2"
"DMPP-6 c","DMPP-6",0.04238136,0.00503416,-0.00619831,"Msini",54.63030000,"Multiple Observatories"
"DMPP-2 d","DMPP-2",0.28880364,0.01922421,-0.02303130,"Msini",137.94000000,"Multiple Observatories"
"KMT-2018-BLG-1025L b","KMT-2018-BLG-1025L",0.01906375,0.02583155,-0.01044903,"Mass",6705.00000000,"KMTNet"
"K2-350 c","K2-350",0.02500000,,,"M-R relationship",489.36800000,"K2"
"K2-349 b","K2-349",0.00780000,,,"M-R relationship",453.56700000,"K2"
"K2-351 b","K2-351",0.02200000,,,"M-R relationship",694.73400000,"K2"
"HD 93385 c","HD 93385",0.02233910,0.00188781,-0.00188781,"Msini",43.34750000,"La Silla Observatory"
"HD 93385 b","HD 93385",0.01321468,0.00157318,-0.00157318,"Msini",43.34750000,"La Silla Observatory"
"K2-280 b","K2-280",0.11672965,0.01761957,-0.01761957,"Mass",391.53700000,"K2"
"K2-185 b","K2-185",0.00505000,,,"M-R relationship",268.35700000,"K2"
"K2-185 c","K2-185",0.01980000,,,"M-R relationship",268.35700000,"K2"
"HD 203030 b","HD 203030",11.00000000,4.00000000,-3.00000000,"Mass",39.25030000,"Palomar Observatory"
"HD 96700 d","HD 96700",0.03995867,0.00314635,-0.00314635,"Msini",25.41110000,"La Silla Observatory"
"HD 96700 b","HD 96700",0.02800253,0.00125854,-0.00125854,"Msini",25.41110000,"La Silla Observatory"
"K2-331 c","K2-331",0.02470000,,,"M-R relationship",211.43000000,"K2"
"OGLE-2018-BLG-1185L b","OGLE-2018-BLG-1185L",0.02642936,0.02485618,-0.01478785,"Mass",7400.00000000,"OGLE"
"HD 27969 b","HD 27969",4.80000000,0.24000000,-0.23000000,"Msini",67.93280000,"Haute-Provence Observatory"
"K2-342 b","K2-342",0.01500000,,,"M-R relationship",208.35700000,"K2"
"HD 115954 b","HD 115954",8.45000000,0.61000000,-0.46000000,"Mass",87.64370000,"Haute-Provence Observatory"
"HD 211403 b","HD 211403",5.54000000,0.39000000,-0.38000000,"Msini",83.09190000,"Haute-Provence Observatory"
"HD 109286 b","HD 109286",2.99000000,0.15000000,-0.15000000,"Msini",55.41560000,"Haute-Provence Observatory"
"CD Cet b","CD Cet",0.01242809,0.00132147,-0.00135293,"Msini",8.60715000,"Calar Alto Observatory"
"GJ 9689 b","GJ 9689",0.03036230,0.00443636,-0.00443636,"Msini",30.62030000,"Roque de los Muchachos Observatory"
"G 264-012 b","G 264-012",0.00786588,0.00091244,-0.00094391,"Msini",16.00900000,"Calar Alto Observatory"
"K2-352 d","K2-352",0.01760000,,,"M-R relationship",176.05100000,"K2"
"K2-187 c","K2-187",0.00800000,,,"M-R relationship",330.91600000,"K2"
"K2-268 f","K2-268",0.01760000,,,"M-R relationship",327.78300000,"K2"
"K2-282 b","K2-282",0.02140000,,,"M-R relationship",496.28900000,"K2"
"K2-156 b","K2-156",0.00430000,,,"M-R relationship",150.21000000,"K2"
"CFHTWIR-Oph 98 b","CFHTWIR-Oph 98 A",7.80000000,0.70000000,-0.80000000,"Mass",,"Hubble Space Telescope"
"EPIC 212297394 b","EPIC 212297394",0.00879000,,,"M-R relationship",418.39500000,"K2"
"K2-187 b","K2-187",0.00588000,,,"M-R relationship",330.91600000,"K2"
"K2-210 b","K2-210",0.00178000,,,"M-R relationship",176.51000000,"K2"
"Kepler-129 d","Kepler-129",8.30000000,1.10000000,-0.70000000,"Msini",408.84500000,"W. M. Keck Observatory"
"EPIC 212587672 b","EPIC 212587672",0.00669000,,,"M-R relationship",320.07000000,"K2"
"K2-223 c","K2-223",0.00899000,,,"M-R relationship",198.60400000,"K2"
"K2-223 b","K2-223",0.00201000,,,"M-R relationship",198.60400000,"K2"
"NGTS-15 b","NGTS-15",0.75100000,0.10200000,-0.08800000,"Mass",786.48500000,"Next-Generation Transit Survey (NGTS)"
"EPIC 212624936 c","EPIC 212624936",0.01860000,,,"M-R relationship",561.92900000,"K2"
"K2-137 b","K2-137",0.50000000,,,"Mass",98.87650000,"K2"
"K2-354 b","K2-354",0.00961000,,,"M-R relationship",91.72200000,"K2"
"EPIC 206215704 b","EPIC 206215704",0.00306000,,,"M-R relationship",109.88800000,"K2"
"K2-332 b","K2-332",0.01720000,,,"M-R relationship",123.20200000,"K2"
"BD+63 1405 b","BD+63 1405",10.40000000,1.30000000,-1.10000000,"Mass",38.04730000,"Haute-Provence Observatory"
"HD 155193 b","HD 155193",0.75000000,0.06000000,-0.06000000,"Msini",57.79950000,"Haute-Provence Observatory"
"Kepler-1788 b","Kepler-1788",0.01970000,,,"M-R relationship",560.44500000,"Kepler"
"Kepler-1861 b","Kepler-1861",0.01730000,,,"M-R relationship",829.98500000,"Kepler"
"K2-273 b","K2-273",0.03000000,,,"M-R relationship",308.10500000,"K2"
"K2-272 b","K2-272",0.03130000,,,"M-R relationship",423.06500000,"K2"
"Kepler-1712 b","Kepler-1712",0.01840000,,,"M-R relationship",156.26400000,"Kepler"
"Kepler-1789 b","Kepler-1789",0.02640000,,,"M-R relationship",611.46100000,"Kepler"
"Kepler-1790 b","Kepler-1790",0.03160000,,,"M-R relationship",1070.17000000,"Kepler"
"Kepler-1862 b","Kepler-1862",0.01730000,,,"M-R relationship",1232.19000000,"Kepler"
"Kepler-1865 b","Kepler-1865",0.00979000,,,"M-R relationship",922.25500000,"Kepler"
"K2-122 b","K2-122",0.00521000,,,"M-R relationship",72.04440000,"K2"
"K2-274 b","K2-274",0.01570000,,,"M-R relationship",228.32700000,"K2"
"Kepler-1767 b","Kepler-1767",0.02940000,,,"M-R relationship",820.50600000,"Kepler"
"Kepler-1765 b","Kepler-1765",0.02130000,,,"M-R relationship",764.45600000,"Kepler"
"Kepler-1766 b","Kepler-1766",0.01830000,,,"M-R relationship",501.22900000,"Kepler"
"Kepler-1792 b","Kepler-1792",0.02170000,,,"M-R relationship",601.02900000,"Kepler"
"Kepler-1090 c","Kepler-1090",0.03420000,,,"M-R relationship",858.77000000,"Kepler"
"Kepler-1311 d","Kepler-1311",0.21200000,,,"M-R relationship",866.33100000,"Kepler"
"Kepler-1761 b","Kepler-1761",0.00791000,,,"M-R relationship",221.18600000,"Kepler"
"Kepler-1777 b","Kepler-1777",0.01630000,,,"M-R relationship",619.14600000,"Kepler"
"Kepler-1794 b","Kepler-1794",0.01220000,,,"M-R relationship",561.22900000,"Kepler"
"Kepler-1868 b","Kepler-1868",0.03170000,,,"M-R relationship",274.18000000,"Kepler"
"Kepler-1872 b","Kepler-1872",0.01970000,,,"M-R relationship",840.18200000,"Kepler"
"HD 22496 b","HD 22496",0.01752518,0.00229684,-0.00213952,"Msini",13.59560000,"Paranal Observatory"
"Kepler-1775 b","Kepler-1775",0.04060000,,,"M-R relationship",657.02300000,"Kepler"
"Kepler-1772 b","Kepler-1772",0.02420000,,,"M-R relationship",871.56400000,"Kepler"
"Kepler-1796 b","Kepler-1796",0.02520000,,,"M-R relationship",825.88300000,"Kepler"
"Kepler-1797 b","Kepler-1797",0.03010000,,,"M-R relationship",1338.49000000,"Kepler"
"Kepler-1714 b","Kepler-1714",0.03370000,,,"M-R relationship",409.46000000,"Kepler"
"Kepler-1874 b","Kepler-1874",0.01740000,,,"M-R relationship",408.00700000,"Kepler"
"OGLE-2018-BLG-0962L b","OGLE-2018-BLG-0962L",1.34000000,0.82000000,-0.70000000,"Mass",6500.00000000,"OGLE"
"Kepler-1774 b","Kepler-1774",0.03220000,,,"M-R relationship",816.59200000,"Kepler"
"Kepler-799 c","Kepler-799",0.02560000,,,"M-R relationship",1509.08400000,"Kepler"
"Kepler-1822 b","Kepler-1822",0.02360000,,,"M-R relationship",897.59700000,"Kepler"
"Kepler-1875 b","Kepler-1875",0.03300000,,,"M-R relationship",1660.45000000,"Kepler"
"HD 137496 b","HD 137496",0.01271126,0.00173049,-0.00173049,"Mass",155.31700000,"K2"
"Kepler-1824 b","Kepler-1824",0.01970000,,,"M-R relationship",1040.10000000,"Kepler"
"Kepler-1825 b","Kepler-1825",0.00821000,,,"M-R relationship",430.25400000,"Kepler"
"Kepler-1826 b","Kepler-1826",0.00874000,,,"M-R relationship",336.95200000,"Kepler"
"Kepler-1130 c","Kepler-1130",0.00133000,,,"M-R relationship",249.34300000,"Kepler"
"KMT-2016-BLG-2605L b","KMT-2016-BLG-2605L",0.77100000,1.18300000,-0.40100000,"Mass",6421.00000000,"KMTNet"
"HD 137496 c","HD 137496",7.66000000,0.11000000,-0.11000000,"Msini",155.31700000,"Multiple Observatories"
"Kepler-1782 b","Kepler-1782",0.01760000,,,"M-R relationship",305.79200000,"Kepler"
"Kepler-1768 b","Kepler-1768",0.01770000,,,"M-R relationship",632.76600000,"Kepler"
"Kepler-1830 b","Kepler-1830",0.03480000,,,"M-R relationship",1056.88000000,"Kepler"
"Kepler-1881 b","Kepler-1881",0.02890000,,,"M-R relationship",1057.21000000,"Kepler"
"Kepler-1882 b","Kepler-1882",0.00886000,,,"M-R relationship",443.37100000,"Kepler"
"Kepler-1733 b","Kepler-1733",0.04040000,,,"M-R relationship",2080.51000000,"Kepler"
"Kepler-1779 b","Kepler-1779",0.02970000,,,"M-R relationship",908.50100000,"Kepler"
"Kepler-1776 b","Kepler-1776",0.02300000,,,"M-R relationship",690.33600000,"Kepler"
"Kepler-1832 b","Kepler-1832",0.00637000,,,"M-R relationship",486.17400000,"Kepler"
"Kepler-1883 b","Kepler-1883",0.03340000,,,"M-R relationship",1377.61000000,"Kepler"
"Kepler-1884 b","Kepler-1884",0.01240000,,,"M-R relationship",1443.09000000,"Kepler"
"Kepler-1737 b","Kepler-1737",0.07900000,,,"M-R relationship",,"Kepler"
"Kepler-1739 b","Kepler-1739",0.02040000,,,"M-R relationship",783.66600000,"Kepler"
"Kepler-1771 b","Kepler-1771",0.04870000,,,"M-R relationship",565.75200000,"Kepler"
"Kepler-1799 b","Kepler-1799",0.05010000,,,"M-R relationship",2254.69000000,"Kepler"
"Kepler-1838 b","Kepler-1838",0.01070000,,,"M-R relationship",451.24200000,"Kepler"
"TCP J05074264+2447555 b","TCP J05074264+2447555",0.06292704,0.00629270,-0.00629270,"Mass",505.00000000,"Multiple Observatories"
"Kepler-418 c","Kepler-418",0.07470000,,,"M-R relationship",1002.53000000,"Kepler"
"Kepler-1750 b","Kepler-1750",0.09470000,,,"M-R relationship",1497.33000000,"Kepler"
"Kepler-1801 b","Kepler-1801",0.02450000,,,"M-R relationship",839.33200000,"Kepler"
"Kepler-1804 b","Kepler-1804",0.00999000,,,"M-R relationship",434.45600000,"Kepler"
"Kepler-1840 b","Kepler-1840",0.02560000,,,"M-R relationship",513.10700000,"Kepler"
"Kepler-1715 b","Kepler-1715",0.05040000,,,"M-R relationship",522.60500000,"Kepler"
"HD 25723 b","HD 25723",2.50000000,0.14000000,-0.17000000,"Msini",114.81600000,"Lick Observatory"
"17 Sco b","17 Sco",4.32000000,0.15000000,-0.12000000,"Msini",124.95300000,"Lick Observatory"
"Kepler-1748 b","Kepler-1748",0.02460000,,,"M-R relationship",1083.28000000,"Kepler"
"Kepler-1747 b","Kepler-1747",0.05300000,,,"M-R relationship",1321.38000000,"Kepler"
"Kepler-1805 b","Kepler-1805",0.00945000,,,"M-R relationship",221.63900000,"Kepler"
"Kepler-1742 b","Kepler-1742",0.01690000,,,"M-R relationship",669.57300000,"Kepler"
"Kepler-1741 b","Kepler-1741",0.00681000,,,"M-R relationship",270.73900000,"Kepler"
"Kepler-1809 b","Kepler-1809",0.00912000,,,"M-R relationship",409.60200000,"Kepler"
"Kepler-1810 b","Kepler-1810",0.04590000,,,"M-R relationship",1009.87000000,"Kepler"
"Kepler-1846 b","Kepler-1846",0.01180000,,,"M-R relationship",374.61500000,"Kepler"
"Kepler-1847 b","Kepler-1847",0.02510000,,,"M-R relationship",1693.86000000,"Kepler"
"K2-101 b","K2-101",0.01470000,,,"M-R relationship",188.33000000,"K2"
"K2-95 b","K2-95",0.03450000,,,"M-R relationship",179.85400000,"K2"
"Kepler-1745 b","Kepler-1745",0.01380000,,,"M-R relationship",996.10500000,"Kepler"
"Kepler-1813 b","Kepler-1813",0.00812000,,,"M-R relationship",,"Kepler"
"Kepler-1814 b","Kepler-1814",0.01950000,,,"M-R relationship",726.34600000,"Kepler"
"Kepler-1848 b","Kepler-1848",0.00808000,,,"M-R relationship",309.69600000,"Kepler"
"K2-355 b","K2-355",0.01790000,,,"M-R relationship",500.49700000,"K2"
"EPIC 211822797 b","EPIC 211822797",0.01370000,,,"M-R relationship",186.19700000,"K2"
"Kepler-1754 b","Kepler-1754",0.02050000,,,"M-R relationship",718.94500000,"Kepler"
"Kepler-1753 b","Kepler-1753",0.01760000,,,"M-R relationship",707.68800000,"Kepler"
"Kepler-1815 b","Kepler-1815",0.02510000,,,"M-R relationship",1006.63000000,"Kepler"
"Kepler-1787 b","Kepler-1787",0.01880000,,,"M-R relationship",778.60200000,"Kepler"
"Kepler-1853 b","Kepler-1853",0.00918000,,,"M-R relationship",562.34800000,"Kepler"
"Kepler-1854 b","Kepler-1854",0.02270000,,,"M-R relationship",423.34800000,"Kepler"
"K2-357 b","K2-357",0.04200000,,,"M-R relationship",517.68700000,"K2"
"K2-356 b","K2-356",0.01840000,,,"M-R relationship",355.54000000,"K2"
"Kepler-1755 b","Kepler-1755",0.09240000,,,"M-R relationship",982.38300000,"Kepler"
"Kepler-1757 b","Kepler-1757",0.02830000,,,"M-R relationship",807.30800000,"Kepler"
"Kepler-1817 b","Kepler-1817",0.01820000,,,"M-R relationship",748.56900000,"Kepler"
"Kepler-1818 b","Kepler-1818",0.01130000,,,"M-R relationship",1034.59000000,"Kepler"
"Kepler-1857 b","Kepler-1857",0.01420000,,,"M-R relationship",853.27500000,"Kepler"
"K2-184 b","K2-184",0.00869000,,,"M-R relationship",75.58570000,"K2"
"K2-358 b","K2-358",0.02410000,,,"M-R relationship",480.30700000,"K2"
"Kepler-1963 b","Kepler-1963",0.00106000,,,"M-R relationship",492.84700000,"Kepler"
"Kepler-1911 b","Kepler-1911",0.00318000,,,"M-R relationship",269.91200000,"Kepler"
"Kepler-1893 b","Kepler-1893",0.01120000,,,"M-R relationship",1050.72000000,"Kepler"
"Kepler-1964 b","Kepler-1964",0.01200000,,,"M-R relationship",,"Kepler"
"KOI-4777.01","KOI-4777",0.31211810,,,"Mass",172.24500000,"Kepler"
"HD 360 b","HD 360",0.75000000,0.12000000,-0.15000000,"Msini",111.54200000,"Okayama Astrophysical Observatory"
