PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J1720-1633  ,stwd85 ,17 20 25.21,-16 33 33.7,      ,      ,       , 1.56560114802000, 3.0e-11,hlk+04 ,  44.830000,  3e-02,hlk+04 ,  13.00,  2.0000,lylg95, 1.76, 1.76,tc93,    4280000.0, 6.0e+31
J1720+2150  ,fcwa95 ,17 20 01.30,+21 50 12.8,      ,      ,       , 1.61566378034000, 7.0e-11,lwf+04 ,  41.100000,  4e-01,lwf+04 ,   2.40,  0.1000,lwf+04, 3.59, 3.59,tc93,   34600000.0, 6.9e+30
J1720-2446  ,bbb+12 ,17 20 22.46,-24 46 27.0,      ,      ,       , 0.87426457245000, 8.0e-11,bbb+12 , 103.000000,  3e+00,bbb+12 ,       ,        ,      , 3.44, 3.44,tc93,   23400000.0, 3.5e+31
J1720-2933  ,dls72  ,17 20 34.12,-29 33 16.2,      ,      ,       , 0.62044836534680, 1.6e-12,hlk+04 ,  42.640000,  3e-02,hlk+04 ,  32.00,  4.0000,lylg95, 1.43, 1.43,tc93,   13200000.0, 1.2e+32
J1720-36    ,ncb+15 ,17 20 54.00,-36 53 00.0,      ,      ,       , 0.09213212000000, 3.0e-08,ncb+15 , 341.000000,  1e+00,ncb+15 ,       ,        ,      , 4.89, 4.89,tc93,             ,
J1720-3659  ,mlc+01 ,17 20 01.98,-36 59 06.5,      ,      ,       , 0.35112463372200, 5.0e-12,mlc+01 , 381.600000,  5e-01,mlc+01 ,       ,        ,      , 5.11, 5.11,tc93,  170000000.0, 3.0e+31
J1721-1936  ,lbhb93 ,17 21 01.48,-19 36 51.0,      ,      ,       , 1.00403745670000, 1.9e-10,hlk+04 ,  75.700000,  3e-01,hlk+04 ,   0.50,        ,lbhb93, 8.60, 2.91,tc93,    9800000.0, 6.3e+31
J1721-1939  ,ebvb01 ,17 21 46.61,-19 39 49.0,      ,      ,       , 0.40403975128000, 1.5e-11,ebvb01 , 103.000000,  2e+00,ebvb01 ,       ,        ,      , 4.64, 4.64,tc93,   49900000.0, 7.7e+31
J1721-2457  ,eb01b  ,17 21 05.50,-24 57 06.4,      ,      ,       , 0.00349663378270, 1.9e-16,jsb+10 ,  47.758000,  2e-02,eb01b  ,       ,        ,      , 1.56, 1.56,tc93,10000000000.0, 5.1e+33
J1721-3532  ,jlm+92 ,17 21 32.78,-35 32 49.6,      ,      ,       , 0.28042385854900, 6.0e-12,hlk+04 , 496.000000,  4e-01,hlk+04 ,       ,        ,      , 4.60, 6.36,tc93,     176000.0, 4.5e+34
J1722-3207  ,dls72  ,17 22 02.95,-32 07 45.3,      ,      ,       , 0.47715751835600, 4.0e-12,hlk+04 , 126.064000,  8e-03,hlk+04 ,  61.00,  4.0000,lylg95, 3.18, 3.18,tc93,   11700000.0, 2.3e+32
J1722-3632  ,jlm+92 ,17 22 09.82,-36 32 53.3,      ,      ,       , 0.39918335175800, 4.0e-12,jml+95 , 416.200000,  2e-01,jml+95 ,       ,        ,      , 5.30, 5.30,tc93,    1420000.0, 2.8e+33
J1722-3712  ,mlt+78 ,17 22 59.17,-37 12 03.7,      ,      ,       , 0.23617319163600, 4.0e-12,antt94 ,  99.500000,  4e-02,antt94 ,  25.00,        ,tml93 , 2.51, 2.51,tc93,     345000.0, 3.3e+34
J1722-4400  ,lfl+06 ,17 22 46.52,-44 00 33.2,      ,      ,       , 0.21855409582720, 1.5e-12,lfl+06 , 219.300000,  5e-01,lfl+06 ,       ,        ,      , 7.27, 7.27,tc93,    9260000.0, 1.4e+33
J1723-2837  ,fsk+04 ,17 23 23.19,-28 37 57.2,      ,      ,       , 0.00185573279573, 1.1e-14,cls+13 ,  19.688000,  1e-02,cls+13 ,       ,        ,      , 1.00, 1.00,tc93, 3900000000.0, 4.7e+34
J1723-2852  ,eklk13 ,17 23 58.20,-28 52 51.0,      ,      ,       , 0.62503391270000, 1.2e-09,eklk13 , 172.000000,  6e+00,eklk13 ,       ,        ,      , 4.63, 4.63,tc93,   11000000.0, 1.5e+32
J1723-3659  ,mlc+01 ,17 23 07.58,-36 59 13.9,      ,      ,       , 0.20272193786040, 1.7e-12,mlc+01 , 254.200000,  3e-01,mlc+01 ,       ,        ,      , 4.28, 4.28,tc93,     401000.0, 3.8e+34
J1723-38    ,ncb+15 ,17 23 00.00,-38 20 00.0,      ,      ,       , 0.76579581473000, 1.0e-10,ncb+15 , 472.000000,  2e+00,ncb+15 ,       ,        ,      , 7.00, 7.00,tc93,             ,
J1724-3149  ,hfs+04 ,17 24 44.87,-31 49 04.0,      ,      ,       , 0.94823697410000, 9.0e-11,hfs+04 , 409.000000,  4e+00,hfs+04 ,       ,        ,      ,10.50,10.50,tc93,    2070000.0, 3.4e+32
J1724-35    ,ekl09  ,17 24 43.00,-35 49 00.0,      ,      ,       , 1.42199000000000, 2.0e-05,kle+10 , 554.900000,  1e+01,kle+10 ,       ,        ,      , 6.61, 6.61,tc93,             ,
J1724-3505  ,mlc+01 ,17 24 47.89,-35 05 36.0,      ,      ,       , 1.22170769210000, 3.0e-10,mlc+01 , 875.000000,  3e+00,mlc+01 ,       ,        ,      ,12.01,12.01,tc93,     917000.0, 4.6e+32
J1724-4500  ,lfl+06 ,17 24 25.80,-45 00 15.0,      ,      ,       , 1.30910878730000, 3.0e-10,lfl+06 , 182.000000,  3e+00,lfl+06 ,       ,        ,      , 6.26, 6.26,tc93,    5900000.0, 6.2e+31
J1725-0732  ,crh+06a,17 25 12.28,-07 32 59.2,      ,      ,       , 0.23991948722700, 4.0e-12,crh+06a,  58.910000,  7e-02,crh+06a,       ,        ,      , 3.43, 3.43,tc93,    8850000.0, 1.2e+33
J1725-2852  ,lfl+06 ,17 25 09.90,-28 52 22.0,      ,      ,       , 1.25778762500000, 1.0e-08,lfl+06 , 161.000000,  1e+01,lfl+06 ,       ,        ,      , 4.09, 4.09,tc93,   10000000.0, 4.0e+31
J1725-3546  ,mlc+01 ,17 25 42.20,-35 46 16.0,      ,      ,       , 1.03247119930000, 4.0e-10,mlc+01 , 744.000000,  4e+00,mlc+01 ,       ,        ,      ,10.20,10.20,tc93,    1090000.0, 5.4e+32
J1725-3848  ,kbm+03 ,17 25 00.10,-38 48 36.0,      ,      ,       , 2.06238625830000, 1.3e-09,kbm+03 , 230.000000,  1e+01,kbm+03 ,       ,        ,      , 4.49, 4.49,tc93,    1420000.0, 1.0e+32
J1725-3853  ,mlb+12 ,17 25 27.27,-38 53 04.2,      ,      ,       , 0.00479182270400, 3.0e-12,mlb+12 , 158.200000,  7e-01,mlb+12 ,       ,        ,      , 3.44, 3.44,tc93, 1520000000.0, 1.8e+34
J1725-4043  ,kbm+03 ,17 25 41.42,-40 43 11.0,      ,      ,       , 1.46507137487000, 9.0e-11,kbm+03 , 203.000000,  3e+00,kbm+03 ,       ,        ,      , 4.80, 4.80,tc93,    8320000.0, 3.5e+31
J1726-00    ,dsm+13 ,17 26 23.00,-00 15 00.0,      ,      ,       , 1.30860000000000,        ,dsm+13 ,  57.000000,       ,dsm+13 ,       ,        ,      , 5.49, 5.49,tc93,             ,
J1726-31    ,kek+13 ,17 26 36.00,-31 57 00.0,      ,      ,       , 0.12347018000000, 9.0e-08,kek+13 , 264.400000,       ,kek+13 ,       ,        ,      , 4.82, 4.82,tc93,             ,
J1726-3530  ,mlc+01 ,17 26 07.51,-35 29 58.0,      ,      ,       , 1.11013244403000, 5.0e-11,mlc+01 , 727.000000,  7e+00,mlc+01 ,       ,        ,      , 9.97, 9.97,tc93,      14500.0, 3.5e+34
J1726-3635  ,mlc+01 ,17 26 49.61,-36 35 45.6,      ,      ,       , 0.28743156718400, 1.3e-11,mlc+01 , 539.200000,  7e-01,mlc+01 ,       ,        ,      , 7.36, 7.36,tc93,    3160000.0, 2.4e+33
J1726-4006  ,hfs+04 ,17 26 33.37,-40 06 02.0,      ,      ,       , 0.88277826565000, 1.0e-10,hfs+04 , 277.000000,  3e+00,hfs+04 ,       ,        ,      , 6.19, 6.19,tc93,    4200000.0, 1.9e+32
J1727-2739  ,hfs+04 ,17 27 30.99,-27 39 00.5,      ,      ,       , 1.29309994235000, 1.6e-10,hfs+04 , 147.000000,  4e+00,hfs+04 ,       ,        ,      , 3.75, 3.75,tc93,   18600000.0, 2.0e+31
J1727-29    ,kle+10 ,17 27 19.00,-29 59 00.0,      ,      ,       ,                 ,        ,       ,  93.000000,  1e+01,kkl+11 ,       ,        ,      , 2.39, 2.39,tc93,             ,
J1727-2946  ,fsk+04 ,17 27 15.09,-29 46 36.8,      ,      ,       , 0.02708318324401, 1.2e-15,lem+15 ,  60.740000,  3e-02,lem+15 ,       ,        ,      , 1.62, 1.62,tc93, 1740000000.0, 4.9e+32
J1728-0007  ,stwd85 ,17 28 34.82,-00 07 45.0,      ,      ,       , 0.38600372383490, 1.5e-12,hlk+04 ,  41.090000,  3e-02,hlk+04 ,  11.00,  1.0000,lylg95, 2.44, 2.44,tc93,    5450000.0, 7.7e+32
J1728-3733  ,mlc+01 ,17 28 46.25,-37 33 08.0,      ,      ,       , 0.61553824309000, 1.6e-10,mlc+01 , 281.500000,  7e-01,mlc+01 ,       ,        ,      , 4.94, 4.94,tc93,  135000000.0, 1.2e+31
J1728-4028  ,lfl+06 ,17 28 27.68,-40 28 10.0,      ,      ,       , 0.86634250900000, 4.0e-09,lfl+06 , 231.000000,  1e+01,lfl+06 ,       ,        ,      , 5.51, 5.51,tc93,   59000000.0, 1.4e+31
J1729-2117  ,btb+15 ,17 29 10.81,-21 17 28.0,      ,      ,       , 0.06629289926680, 4.0e-13,btb+15 ,  34.490000,  4e-02,btb+15 ,       ,        ,      , 1.42, 1.42,tc93, 6110000000.0, 2.3e+31
J1730-2304  ,lnl+95 ,17 30 21.67,-23 04 31.2, 1.500, 0.300,rhc+15 , 0.00812279804608, 4.0e-17,rhc+15 ,   9.616340,       ,rhc+15 ,  43.00,  6.0000,lnl+95, 0.62, 0.51,tc93, 6380000000.0, 1.5e+33
J1730-2900  ,lfl+06 ,17 30 08.28,-29 00 46.0,      ,      ,       , 1.53842672630000, 3.0e-10,lfl+06 , 289.000000,  5e+00,lfl+06 ,       ,        ,      , 6.85, 6.85,tc93,    2750000.0, 9.6e+31
J1730-3350  ,jlm+92 ,17 30 32.56,-33 50 39.4,      ,      ,       , 0.13946021125000, 1.8e-11,hlk+04 , 259.000000,  5e+00,hlk+04 ,   9.20,        ,lylg95, 4.26, 4.26,tc93,      26000.0, 1.2e+36
J1730-3353  ,hfs+04 ,17 30 55.58,-33 53 38.0,      ,      ,       , 3.27024180320000, 5.0e-10,hfs+04 , 256.000000,  1e+01,hfs+04 ,       ,        ,      , 4.23, 4.23,tc93,    2360000.0, 2.5e+31
J1730-34    ,ncb+15 ,17 30 06.00,-34 48 00.0,      ,      ,       , 0.09982956000000, 1.5e-07,ncb+15 , 628.000000,  5e+00,ncb+15 ,       ,        ,      , 8.41, 8.41,tc93,             ,
J1731-1847  ,kjv+10 ,17 31 17.61,-18 47 32.7,      ,      ,       , 0.00234455954689, 1.1e-16,nbb+14 , 106.471100,  6e-04,nbb+14 ,       ,        ,      , 4.03, 4.03,tc93, 1460000000.0, 7.8e+34
J1731-3123  ,hfs+04 ,17 31 00.53,-31 23 43.0,      ,      ,       , 0.75304798900000, 3.0e-11,hfs+04 , 354.000000,  3e+00,hfs+04 ,       ,        ,      , 5.32, 5.32,tc93,    7110000.0, 1.6e+32
J1731-3322  ,ncb+15 ,17 31 14.31,-33 22 45.0,      ,      ,       , 0.54467054719000, 4.0e-11,ncb+15 , 877.400000,       ,ncb+15 ,       ,        ,      ,11.98,11.98,tc93,     307000.0, 6.9e+33
J1731-4744  ,lvw68  ,17 31 42.10,-47 44 34.6,      ,      ,       , 0.82982878524000, 5.0e-11,wmp+00 , 123.330000,  2e-02,wmp+00 , 190.00,        ,mlt+78, 4.98, 4.98,tc93,      80400.0, 1.1e+34
J1732-1930  ,lml+98 ,17 32 20.02,-19 30 09.0,      ,      ,       , 0.48376999804700, 8.0e-12,hlk+04 ,  72.430000,  1e-01,hlk+04 ,  11.00,        ,lml+98, 2.21, 2.21,tc93,   42200000.0, 6.3e+31
J1732-3131  ,aaa+09c,17 32 33.54,-31 31 23.0,      ,      ,       , 0.19654315496500, 2.0e-11,rkp+11 ,  15.440000,  3e-01,mad12  ,       ,        ,      , 0.80, 0.80,tc93,     111000.0, 1.5e+35
J1732-3426  ,lfl+06 ,17 32 07.18,-34 26 05.0,      ,      ,       , 0.33288667881000, 4.0e-11,lfl+06 , 513.500000,  2e+00,lfl+06 ,       ,        ,      , 6.38, 6.38,tc93,   13100000.0, 4.3e+32
J1732-35    ,ncb+15 ,17 32 30.00,-35 05 00.0,      ,      ,       , 0.12668999855300, 5.0e-12,ncb+15 , 340.000000,  2e+00,ncb+15 ,       ,        ,      , 5.00, 5.00,tc93,             ,
J1732-3729  ,kbm+03 ,17 32 20.81,-37 29 05.0,      ,      ,       , 2.18400134708000, 1.5e-10,kbm+03 , 317.000000,  3e+00,kbm+03 ,       ,        ,      , 6.20, 6.20,tc93,   26600000.0, 4.9e+30
J1732-4128  ,mlt+78 ,17 32 50.00,-41 28 48.0,      ,      ,       , 0.62798068440000, 3.0e-10,nmc81  , 195.300000,  4e-01,hfs+04 ,   9.00,        ,tml93 , 5.94, 5.94,tc93,     775000.0, 2.0e+33
J1732-4156  ,hfs+04 ,17 32 48.86,-41 56 29.6,      ,      ,       , 0.32343405596900, 1.3e-11,hfs+04 , 228.700000,  2e+00,hfs+04 ,       ,        ,      , 8.78, 8.78,tc93,    7750000.0, 7.7e+32
J1732-5049  ,eb01b  ,17 32 47.77,-50 49 00.2,      ,      ,       , 0.00531255029055, 1.2e-16,rhc+15 ,  56.836500,       ,rhc+15 ,       ,        ,      , 1.81, 1.81,tc93, 5930000000.0, 3.7e+33
J1733-2228  ,dls73  ,17 33 26.43,-22 28 37.0,      ,      ,       , 0.87168283298600, 3.0e-12,hlk+04 ,  41.140000,  3e-02,hlk+04 ,  25.00,  3.0000,lylg95, 1.49, 1.49,tc93,  323000000.0, 2.5e+30
J1733-2533  ,lfl+06 ,17 33 25.86,-25 33 11.0,      ,      ,       , 0.65979414168000, 4.0e-11,lfl+06 , 242.000000,  5e+00,lfl+06 ,       ,        ,      , 7.78, 7.78,tc93,    4980000.0, 2.9e+32
J1733-2837  ,lfl+06 ,17 33 33.90,-28 37 33.0,      ,      ,       , 0.76818455674000, 6.0e-11,lfl+06 , 225.000000,  5e+00,lfl+06 ,       ,        ,      , 4.66, 4.66,tc93,   11000000.0, 9.6e+31
J1733-3030  ,hfs+04 ,17 33 58.89,-30 30 49.0,      ,      ,       , 0.36205196286000, 1.4e-11,hfs+04 , 636.000000,  3e+00,hfs+04 ,       ,        ,      ,14.18,14.18,tc93,    3480000.0, 1.4e+33
J1733-3322  ,mhl+02 ,17 33 55.21,-33 22 03.0,      ,      ,       , 1.24591463402000, 8.0e-11,mhl+02 , 524.000000,  2e+00,mhl+02 ,       ,        ,      , 6.30, 6.30,tc93,    4810000.0, 8.4e+31
J1733-3716  ,jlm+92 ,17 33 26.75,-37 16 54.6,      ,      ,       , 0.33758582318000, 3.0e-12,jml+95 , 153.500000,  3e-01,hfs+04 ,       ,        ,      , 3.44, 3.44,tc93,     355000.0, 1.5e+34
J1733-4005  ,hfs+04 ,17 33 58.64,-40 05 39.7,      ,      ,       , 0.56177832907700, 1.3e-11,hfs+04 , 317.800000,  1e+00,hfs+04 ,       ,        ,      ,13.95,13.95,tc93,    2460000.0, 8.1e+32
J1733-5515  ,bbb+12 ,17 33 00.40,-55 15 40.0,      ,      ,       , 1.01123353500000, 8.0e-09,bbb+12 ,  83.900000,  8e-01,bbb+12 ,       ,        ,      , 4.11, 4.11,tc93,   40100000.0, 1.5e+31
J1734-0212  ,dtws85 ,17 34 45.66,-02 12 39.1,      ,      ,       , 0.83939432496800, 9.0e-12,hlk+04 ,  65.050000,  9e-02,hlk+04 ,   5.70,        ,dtws85, 5.36, 5.36,tc93,   31600000.0, 2.8e+31
J1734-2415  ,lfl+06 ,17 34 41.60,-24 15 20.0,      ,      ,       , 0.61252373999000, 1.2e-10,lfl+06 , 126.300000,  7e-01,lfl+06 ,       ,        ,      , 3.48, 3.48,tc93,    9240000.0, 1.8e+32
J1734-3058  ,ncb+15 ,17 34 50.84,-30 58 41.4,      ,      ,       , 0.54128568073000, 5.0e-12,ncb+15 , 260.000000,  1e+00,ncb+15 ,       ,        ,      , 4.37, 4.37,tc93,  529000000.0, 4.0e+30
J1734-3333  ,mhl+02 ,17 34 26.90,-33 33 20.0,      ,      ,       , 1.16934068500000, 5.0e-09,elk+11 , 578.000000,  9e+00,elk+11 ,       ,        ,      , 7.40, 7.40,tc93,       8130.0, 5.6e+34
J1735-0243  ,blr+13 ,17 35 48.10,-02 43 48.0,      ,      ,       , 0.78288697650000, 5.0e-10,blr+13 ,  55.400000,  5e-01,blr+13 ,       ,        ,      , 3.25, 3.25,tc93,   19600000.0, 5.2e+31
J1735-0724  ,ll76   ,17 35 04.97,-07 24 52.5,      ,      ,       , 0.41933496618530, 1.1e-12,hlk+04 ,  73.512000,  4e-03,hlk+04 ,  18.00,  2.0000,lylg95, 4.32, 4.32,tc93,    5470000.0, 6.5e+32
J1735-3258  ,mhl+02 ,17 35 56.90,-32 58 19.0,      ,      ,       , 0.35096322944000, 1.2e-10,mhl+02 , 754.000000,  8e+00,mhl+02 ,       ,        ,      ,11.14,11.14,tc93,     213000.0, 2.4e+34
J1736+05    ,cnst96 ,17 36 54.00,+05 48 00.0,      ,      ,       , 0.99924500000000, 3.0e-06,cnst96 ,  42.000000,  8e+00,cnst96 ,       ,        ,      , 2.81, 2.81,tc93,             ,
J1736-2457  ,lfl+06 ,17 36 45.44,-24 57 50.0,      ,      ,       , 2.64222343904000, 1.4e-10,lfl+06 , 170.000000,  4e+00,lfl+06 ,       ,        ,      , 4.34, 4.34,tc93,   12200000.0, 7.3e+30
J1736-2819  ,hfs+04 ,17 36 24.73,-28 19 42.0,      ,      ,       , 1.59241948019000, 1.3e-10,hfs+04 , 261.000000,  1e+01,hfs+04 ,       ,        ,      , 4.86, 4.86,tc93,    1690000.0, 1.5e+32
J1736-2843  ,hfs+04 ,17 36 42.59,-28 43 51.0,      ,      ,       , 6.44503608610000, 1.7e-09,hfs+04 , 331.000000,  1e+01,hfs+04 ,       ,        ,      , 5.47, 5.47,tc93,    3400000.0, 4.4e+30
J1736-3511  ,kbm+03 ,17 36 02.70,-35 11 56.0,      ,      ,       , 0.50280278290000, 1.3e-10,kbm+03 , 106.000000,  3e+00,kbm+03 ,       ,        ,      , 2.72, 2.72,tc93,    5070000.0, 4.9e+32
J1737-0811  ,blr+13 ,17 37 47.11,-08 11 08.9,      ,      ,       , 0.00417501731286, 8.0e-16,blr+13 ,  55.311000,  3e-03,blr+13 ,       ,        ,      , 2.38, 2.38,tc93, 8340000000.0, 4.3e+33
J1737-3102  ,mhl+02 ,17 37 33.73,-31 02 00.5,      ,      ,       , 0.76867227339000, 5.0e-11,mhl+02 , 280.000000,  6e+00,mhl+02 ,       ,        ,      , 4.44, 4.44,tc93,     326000.0, 3.2e+33
J1737-3137  ,mhl+02 ,17 37 04.29,-31 37 21.0,      ,      ,       , 0.45043236999000, 7.0e-11,mhl+02 , 488.200000,  1e+00,mhl+02 ,       ,        ,      , 5.88, 5.88,tc93,      51400.0, 6.0e+34
J1737-3320  ,hfs+04 ,17 37 10.51,-33 20 20.0,      ,      ,       , 0.81627308018000, 6.0e-11,hfs+04 , 804.000000,  5e+00,hfs+04 ,       ,        ,      ,14.08,14.08,tc93,    5750000.0, 1.6e+32
J1737-3555  ,jlm+92 ,17 37 40.04,-35 55 43.8,      ,      ,       , 0.39758474644100, 3.0e-12,jml+95 ,  89.410000,  4e-02,jml+95 ,       ,        ,      , 2.25, 2.25,tc93,    1030000.0, 3.8e+33
J1738+0333  ,jac05  ,17 38 53.97,+03 33 10.9, 0.680, 0.050,fwe+12 , 0.00585009585978, 1.1e-18,fwe+12 ,  33.773120,  4e-05,fwe+12 ,       ,        ,      , 1.47, 1.97,tc93, 3840000000.0, 4.8e+33
J1738-2330  ,lfl+06 ,17 38 08.80,-23 30 47.0,      ,      ,       , 1.97884743163000, 4.0e-11,lfl+06 ,  99.300000,  2e+00,lfl+06 ,       ,        ,      , 2.79, 2.79,tc93,    3660000.0, 4.4e+31
J1738-2647  ,hfs+04 ,17 38 05.03,-26 47 46.0,      ,      ,       , 0.34959099098000, 5.0e-11,hfs+04 , 182.200000,  2e+00,hfs+04 ,       ,        ,      , 3.88, 3.88,tc93,    1760000.0, 2.9e+33
J1738-2736  ,ncb+15 ,17 38 14.63,-27 36 25.8,      ,      ,       , 0.62771551848400, 1.9e-11,ncb+15 , 323.600000,  7e-01,ncb+15 ,       ,        ,      , 5.91, 5.91,tc93,    2150000.0, 7.4e+32
J1738-2955  ,mhl+02 ,17 38 52.24,-29 55 51.0,      ,      ,       , 0.44339802180000, 4.0e-10,mhl+02 , 223.400000,  6e-01,mhl+02 ,       ,        ,      , 3.91, 3.91,tc93,      85800.0, 3.7e+34
J1738-3107  ,hfs+04 ,17 38 47.40,-31 07 44.0,      ,      ,       , 0.54949769829000, 1.3e-10,hfs+04 , 735.000000,  1e+01,hfs+04 ,       ,        ,      ,10.76,10.76,tc93,   29400000.0, 7.0e+31
J1738-3211  ,cjlm87 ,17 38 54.18,-32 11 53.6,      ,      ,       , 0.76849894548000, 3.0e-12,hlk+04 ,  49.590000,  4e-02,hlk+04 ,   2.90,        ,lylg95, 1.48, 1.48,tc93,   15300000.0, 6.9e+31
J1738-3316  ,hfs+04 ,17 38 34.45,-33 16 01.6,      ,      ,       , 0.73037251102000, 5.0e-11,hfs+04 , 273.000000,  4e+00,hfs+04 ,       ,        ,      , 4.55, 4.55,tc93,  131000000.0, 9.0e+30
J1739+0612  ,jbo+09 ,17 39 17.97,+06 12 28.4,      ,      ,       , 0.23416903561600, 3.0e-12,jbo+09 , 101.500000,  1e+00,jbo+09 ,       ,        ,      , 5.44, 5.44,tc93,   23700000.0, 4.8e+32
J1739-1313  ,ebvb01 ,17 39 57.82,-13 13 18.6,      ,      ,       , 1.21569761361100, 9.0e-12,ebvb01 ,  58.200000,  5e-01,ebvb01 ,       ,        ,      , 2.02, 2.02,tc93,  236000000.0, 1.8e+30
J1739-2903  ,cl86   ,17 39 34.28,-29 03 03.5,      ,      ,       , 0.32288243177400, 9.0e-12,hlk+04 , 138.560000,  3e-02,hlk+04 ,       ,        ,      , 3.19, 3.19,tc93,     649000.0, 9.2e+33
J1739-3023  ,mhl+02 ,17 39 39.80,-30 23 12.0,      ,      ,       , 0.11436793182000, 4.0e-11,mhl+02 , 170.000000,  3e-01,mhl+02 ,       ,        ,      , 3.41, 3.41,tc93,     159000.0, 3.0e+35
J1739-3049  ,mhl+02 ,17 39 23.22,-30 49 40.0,      ,      ,       , 0.23931717840600, 1.8e-11,mhl+02 , 573.200000,  2e+00,mhl+02 ,       ,        ,      , 6.97, 6.97,tc93,    1740000.0, 6.3e+33
J1739-3131  ,cl86   ,17 39 24.30,-31 31 15.3,      ,      ,       , 0.52944098843000, 1.5e-10,hlk+04 , 600.100000,  1e+00,hlk+04 ,       ,        ,      , 7.68, 7.68,tc93,     451000.0, 4.9e+33
J1739-3159  ,mhl+02 ,17 39 48.68,-31 59 49.0,      ,      ,       , 0.87756123714000, 1.5e-10,mhl+02 , 337.000000,  5e+00,mhl+02 ,       ,        ,      , 4.85, 4.85,tc93,   70500000.0, 1.2e+31
J1739-3951  ,lfl+06 ,17 39 38.25,-39 52 00.3,      ,      ,       , 0.34177247679900, 1.0e-11,lfl+06 ,  24.600000,  4e-01,lfl+06 ,       ,        ,      , 1.13, 1.13,tc93,  273000000.0, 2.0e+31
J1740+1000  ,mca00  ,17 40 25.95,+10 00 06.3,      ,      ,       , 0.15408717431300, 2.0e-12,mac+02 ,  23.850000,  5e-02,mac+02 ,   3.10,  0.2000,mac+02, 1.36, 1.36,tc93,     114000.0, 2.3e+35
J1740+1311  ,mlt+78 ,17 40 07.35,+13 11 56.7,      ,      ,       , 0.80305026479400, 4.0e-12,hlk+04 ,  48.673000,  4e-03,hlk+04 ,  24.00,  2.0000,lylg95, 4.77, 4.77,tc93,    8770000.0, 1.1e+32
J1740-2540  ,hfs+04 ,17 40 45.32,-25 40 19.0,      ,      ,       , 1.69265634040000, 9.0e-11,hfs+04 , 333.000000,  5e+00,hfs+04 ,       ,        ,      , 8.26, 8.26,tc93,   14500000.0, 1.5e+31
J1740-3015  ,cl86   ,17 40 33.82,-30 15 43.5,      ,      ,       , 0.60688662425000, 4.0e-11,ywml10 , 152.150000,  2e-02,js06   ,  24.60,        ,lylg95, 0.40, 3.28,tc93,      20600.0, 8.2e+34
J1740-3052  ,sml+01 ,17 40 50.00,-30 52 04.3,      ,      ,       , 0.57031341172400, 3.0e-12,msk+12 , 738.780000,  8e-02,msk+12 ,       ,        ,      ,10.84,10.84,tc93,     354000.0, 5.4e+33
J1740-3327  ,hfs+04 ,17 40 25.72,-33 27 53.5,      ,      ,       , 0.51500065640200, 1.4e-11,hfs+04 , 274.100000,  2e+00,hfs+04 ,       ,        ,      , 4.72, 4.72,tc93,    2090000.0, 1.1e+33
J1740-5340A ,dlm+01 ,17 40 44.59,-53 40 40.9,      ,      ,       , 0.00365032889720, 1.0e-14,dpm+01 ,  71.800000,  2e-01,dpm+01 ,       ,        ,      , 2.20, 3.21,tc93,  344000000.0, 1.4e+35
J1741-0840  ,mlt+78 ,17 41 22.56,-08 40 31.8,      ,      ,       , 2.04308245840100, 6.0e-12,hlk+04 ,  74.900000,  5e-02,hlk+04 ,  29.00,  8.0000,lylg95, 3.50, 3.50,tc93,   14200000.0, 1.1e+31
J1741+1351  ,jbo+07 ,17 41 31.15,+13 51 44.1, 0.930, 0.050,egc+13 , 0.00374715449924, 1.2e-17,abb+15 ,  24.201400,  1e-04,egc+13 ,       ,        ,      , 1.08, 1.41,tc93, 1960000000.0, 2.3e+34
J1741-2019  ,ebvb01 ,17 41 06.87,-20 19 24.0,      ,      ,       , 3.90450636119000, 1.3e-10,ebvb01 ,  74.900000,  4e-01,ebvb01 ,       ,        ,      , 2.00, 2.00,tc93,    3800000.0, 1.1e+31
J1741-2054  ,aaa+09c,17 41 57.23,-20 53 57.0,      ,      ,       , 0.41370012084000, 1.8e-10,rkp+11 ,   4.700000,  1e-01,crr+09 ,       ,        ,      , 0.30, 0.25,tc93,     386000.0, 9.5e+33
J1741-2719  ,lfl+06 ,17 41 35.06,-27 19 23.0,      ,      ,       , 0.34679692914200, 1.9e-11,lfl+06 , 361.900000,  4e-01,lfl+06 ,       ,        ,      , 5.74, 5.74,tc93,   68200000.0, 7.6e+31
J1741-2733  ,mhl+02 ,17 41 01.34,-27 33 51.0,      ,      ,       , 0.89295866978000, 6.0e-11,mhl+02 , 149.200000,  2e+00,mhl+02 ,       ,        ,      , 3.33, 3.33,tc93,   95900000.0, 8.2e+30
J1741+2758  ,fcwa95 ,17 41 53.51,+27 58 09.0,      ,      ,       , 1.36073768770000, 4.0e-10,lwf+04 ,  29.300000,  6e-01,lwf+04 ,   3.00,  0.1000,lwf+04, 2.06, 2.06,tc93,   11700000.0, 2.9e+31
