PSRJ,r_PSRJ,RAJ2000,DEJ2000,Plx,e_Plx,r_Plx,P0,e_P0,r_P0,DM,e_DM,r_DM,S400,e_S400,r_S400,Dist,DistDM,r_DistDM,Age,Edot
 , ,"h:m:s","d:m:s",mas,mas, ,s,s, ,pc/cm3,pc/cm3, ,mJy,mJy, ,kpc,kpc, ,yr,10-7W
------------,-------,-----------,-----------,------,------,-------,-----------------,--------,-------,-----------,-------,-------,-------,--------,------,-----,-----,----,-------------,--------
J1901+1306  ,nft95  ,19 01 48.77,+13 06 48.3,      ,      ,       , 1.83085745300000, 2.0e-10,cn95   ,  75.030000,  8e-02,cn95   ,   0.60,        ,cn95  , 3.53, 3.53,tc93,  221000000.0, 8.4e+29
J1901-1740  ,ebvb01 ,19 01 18.03,-17 40 00.0,      ,      ,       , 1.95685759005000, 1.6e-10,ebvb01 ,  24.400000,  6e-01,ebvb01 ,       ,        ,      , 1.27, 1.27,tc93,   37700000.0, 4.3e+30
J1902+02    ,lbh+15 ,19 02 00.00,+02 00 00.0,      ,      ,       , 0.41532000000000,        ,lbh+15 , 281.200000,       ,lbh+15 ,       ,        ,      , 6.37, 6.37,tc93,             ,
J1902+0248  ,hfs+04 ,19 02 50.26,+02 48 56.0,      ,      ,       , 1.22377745359000, 1.7e-10,hfs+04 , 272.000000,  1e-01,hfs+04 ,       ,        ,      , 6.09, 6.09,tc93,    8060000.0, 5.2e+31
J1902-0340  ,hfs+04 ,19 02 50.70,-03 40 18.0,      ,      ,       , 1.52467210600000, 4.0e-10,hfs+04 , 114.000000,  6e+00,hfs+04 ,       ,        ,      , 3.13, 3.13,tc93,   12100000.0, 2.2e+31
J1902+0556  ,ht74   ,19 02 42.62,+05 56 25.9,      ,      ,       , 0.74657735643360, 1.7e-12,hlk+04 , 177.486000,  1e-02,hlk+04 ,  15.00,  2.0000,lylg95, 3.60, 3.91,tc93,     919000.0, 1.2e+33
J1902+0615  ,lh81   ,19 02 50.28,+06 16 33.4,      ,      ,       , 0.67350331693000, 1.0e-11,ywml10 , 502.900000,  2e-02,hlk+04 ,  22.00,  4.0000,lylg95, 7.00, 9.63,tc93,    1380000.0, 1.0e+33
J1902+0723  ,nft95  ,19 02 13.54,+07 23 51.0,      ,      ,       , 0.48781262830000, 2.0e-10,cn95   , 105.000000,  3e-01,cn95   ,   0.60,        ,cn95  , 3.33, 3.33,tc93,   36800000.0, 7.1e+31
J1902-10    ,bbb+12 ,19 02 18.00,-10 39 33.0,      ,      ,       , 0.78680000000000,        ,bbb+12 ,  91.000000,       ,bbb+12 ,       ,        ,      , 3.15, 3.15,tc93,             ,
J1902-5105  ,kcj+12 ,19 02 02.85,-51 05 57.0,      ,      ,       , 0.00174239994991, 1.6e-16,ckr+15 ,  36.250000,  1e-02,ckr+15 ,       ,        ,      , 2.10, 2.10,tc93, 3000000000.0, 6.9e+34
J1902-70    ,rap+12 ,19 02 00.00,-70 00 00.0,      ,      ,       , 0.00360000000000,        ,rap+12 ,  19.500000,       ,rap+12 ,       ,        ,      , 1.12, 1.12,tc93,             ,
J1903+0135  ,dls73  ,19 03 29.98,+01 35 38.3,      ,      ,       , 0.72930386227300, 6.0e-12,hlk+04 , 245.167000,  6e-03,hlk+04 ,  58.00,  8.0000,lylg95, 3.30, 6.10,tc93,    2870000.0, 4.1e+32
J1903-0258  ,lfl+06 ,19 03 30.34,-02 58 15.6,      ,      ,       , 0.30145877407900, 6.0e-12,lfl+06 , 113.000000,  5e-01,lfl+06 ,       ,        ,      , 3.10, 3.10,tc93,    7030000.0, 9.8e+32
J1903+0327  ,crl+08 ,19 03 05.79,+03 27 19.2,      ,      ,       , 0.00214991236435, 5.0e-17,fbw+11 , 297.524500,  6e-04,fbw+11 ,       ,        ,      , 6.45, 6.45,tc93, 1810000000.0, 7.5e+34
J1903+0415  ,lbh+15 ,19 03 00.00,+04 15 00.0,      ,      ,       , 1.15139000000000,        ,lbh+15 , 473.500000,       ,lbh+15 ,       ,        ,      , 9.65, 9.65,tc93,             ,
J1903+0601  ,hfs+04 ,19 03 20.87,+06 01 34.0,      ,      ,       , 0.37411702825100, 5.0e-12,hfs+04 , 388.000000,  3e+00,hfs+04 ,       ,        ,      , 7.84, 7.84,tc93,     309000.0, 1.4e+34
J1903-0632  ,dls72  ,19 03 37.94,-06 32 21.9,      ,      ,       , 0.43188708466000, 6.0e-11,hlk+04 , 195.611000,  1e-02,hlk+04 ,  23.00,  1.0000,lylg95, 8.77, 8.77,tc93,    2010000.0, 1.7e+33
J1903-0848  ,blr+13 ,19 03 11.27,-08 48 57.4,      ,      ,       , 0.88732464056000, 4.0e-11,blr+13 ,  66.990000,  4e-02,blr+13 ,       ,        ,      , 2.32, 2.32,tc93,   10600000.0, 7.5e+31
J1903+0925  ,lfl+06 ,19 03 55.18,+09 25 55.0,      ,      ,       , 0.35715482026000, 9.0e-11,lfl+06 , 162.000000,  6e+00,lfl+06 ,       ,        ,      , 4.17, 4.17,tc93,     153000.0, 3.2e+34
J1903+2225  ,nft95  ,19 03 52.95,+22 25 12.3,      ,      ,       , 0.65118538418000, 1.4e-10,cn95   , 109.200000,  3e-02,cn95   ,   0.80,        ,cn95  , 7.86, 7.86,tc93,   23200000.0, 6.4e+31
J1903-7051  ,ckr+15 ,19 03 38.79,-70 51 43.5,      ,      ,       , 0.00359789801889, 1.1e-15,ckr+15 ,  19.660000,  1e-02,ckr+15 ,       ,        ,      , 1.13, 1.13,tc93, 5460000000.0, 8.8e+33
J1904+0004  ,mld+96 ,19 04 12.72,+00 04 05.3,      ,      ,       , 0.13952462862370, 1.0e-12,hlk+04 , 233.610000,  4e-02,hlk+04 ,  16.00,        ,mld+96, 6.43, 6.43,tc93,   18700000.0, 1.7e+33
J1904-0150  ,lfl+06 ,19 04 55.56,-01 50 32.5,      ,      ,       , 0.37938716196700, 6.0e-12,lfl+06 , 162.200000,  5e-01,lfl+06 ,       ,        ,      , 4.93, 4.93,tc93,    6760000.0, 6.4e+32
J1904+0412  ,clm+01 ,19 04 31.38,+04 12 05.9,      ,      ,       , 0.07109489738070, 3.0e-13,clm+01 , 185.900000,  7e-01,clm+01 ,       ,        ,      , 4.01, 4.01,tc93,10200000000.0, 1.2e+31
J1904+0451  ,skl+15 ,19 04 59.38,+04 51 55.0,      ,      ,       , 0.00609236792963, 4.0e-15,skl+15 , 182.705000,  4e-03,skl+15 ,       ,        ,      , 3.96, 3.96,tc93,16900000000.0, 1.0e+33
J1904+0738  ,cfl+06 ,19 04 07.53,+07 38 51.7,      ,      ,       , 0.20895833212160, 2.0e-13,nab+13 , 278.320000,  8e-02,nab+13 ,       ,        ,      , 5.86, 5.86,tc93,    8060000.0, 1.8e+33
J1904+0800  ,kbm+03 ,19 04 03.50,+08 00 52.6,      ,      ,       , 0.26334472587000, 9.0e-12,kbm+03 , 438.800000,  1e+00,kbm+03 ,       ,        ,      , 9.20, 9.20,tc93,     241000.0, 3.7e+34
J1904+1011  ,ht75b  ,19 04 02.49,+10 11 34.6,      ,      ,       , 1.85656971650000, 7.0e-11,lcx02  , 135.000000,  2e+00,lcx02  ,   4.40,  0.3000,lcx02 , 4.03, 4.03,tc93,  107000000.0, 1.7e+30
J1904-1224  ,lml+98 ,19 04 33.28,-12 24 01.3,      ,      ,       , 0.75080812238000, 3.0e-12,hlk+04 , 118.230000,  4e-02,hlk+04 ,   6.00,        ,lml+98, 5.63, 5.63,tc93,   16000000.0, 6.9e+31
J1904-16    ,bbb+12 ,19 04 45.00,-16 24 47.0,      ,      ,       , 1.54100000000000,        ,bbb+12 , 150.000000,       ,bbb+12 ,       ,        ,      , 9.86, 9.86,tc93,             ,
J1905-0056  ,stwd85 ,19 05 27.74,-00 56 41.0,      ,      ,       , 0.64318125955800, 3.0e-12,hlk+04 , 229.131000,  5e-03,hlk+04 ,   9.80,  0.6000,lylg95, 6.91, 6.91,tc93,    3340000.0, 4.5e+32
J1905+0154A ,hrs+07 ,19 05 15.40,+01 54 33.0,      ,      ,       , 0.00319294082000, 1.0e-11,hrs+07 , 193.692000,  8e-03,hrs+07 ,       ,        ,      ,14.45, 4.80,tc93,             ,
J1905+0400  ,hfs+04 ,19 05 28.27,+04 00 10.9,      ,      ,       , 0.00378440478824, 3.0e-16,gsf+11 ,  25.692300,  1e-03,gsf+11 ,       ,        ,      , 1.33, 1.33,tc93,12200000000.0, 3.6e+33
J1905+0600  ,hfs+04 ,19 05 04.35,+06 00 59.9,      ,      ,       , 0.44120973196600, 1.8e-11,hfs+04 , 730.100000,  2e+00,hfs+04 ,       ,        ,      ,18.06,18.06,tc93,    6280000.0, 5.1e+32
J1905+0616  ,lxf+05 ,19 05 06.85,+06 16 16.7,      ,      ,       , 0.98970602319600, 7.0e-12,lxf+05 , 256.050000,  1e-02,lxf+05 ,   0.50,        ,lxf+05, 5.24, 5.24,tc93,     116000.0, 5.5e+33
J1905+0709  ,cl86   ,19 05 53.62,+07 09 19.4,      ,      ,       , 0.64804005430000, 7.0e-11,hlk+04 , 245.340000,  1e-01,hlk+04 ,       ,        ,      , 4.98, 4.98,tc93,    2080000.0, 7.2e+32
J1905+0902  ,cfl+06 ,19 05 19.54,+09 02 32.5,      ,      ,       , 0.21825291268460, 9.0e-13,nab+13 , 433.400000,  1e-01,nab+13 ,       ,        ,      , 9.14, 9.14,tc93,     988000.0, 1.3e+34
J1906+0055  ,lbh+15 ,19 06 00.00,+00 55 00.0,      ,      ,       , 0.00279000000000,        ,lbh+15 , 126.900000,       ,lbh+15 ,       ,        ,      , 3.30, 3.30,tc93,             ,
J1906+0414  ,lfl+06 ,19 06 57.79,+04 14 29.4,      ,      ,       , 1.04336162865500, 9.0e-12,lfl+06 , 349.000000,  9e+00,lfl+06 ,       ,        ,      , 9.21, 9.21,tc93,    1440000.0, 4.0e+32
J1906+0641  ,cl86   ,19 06 35.24,+06 41 02.9,      ,      ,       , 0.26727500825910, 5.0e-13,hlk+04 , 472.800000,  3e-01,hlk+04 ,   2.80,  0.6000,lylg95, 7.00, 9.23,tc93,    1980000.0, 4.4e+33
